tournament/piranha-garden-18/event/ultimate-singles,Piranha Garden 18,Singles,101575268|101575299,Cordoba,12/04/2026
tournament/piranha-garden-19/event/ultimate-singles,Piranha Garden 19,Singles,,Cordoba,19/04/2026
tournament/piranha-garden-20/event/ultimate-singles,Piranha Garden 20,Singles,,Cordoba,25/04/2026
