tournament/llama-smash-4/event/ultimate-singles-llama-smash-4,Llama Smash 4,Ni idea,77440778|77391256|77391264|77391260|77391267|77391267|77391260|77391269|77391264|77391256|77399648|77399652|77399644|77399656|77399646|77399645|77399643|77399649|77399656|77399653|77399646|77399653|77399648|77399645|77399652|77399643|77399644|77399649
tournament/desaf-o-jujuy_-smash-ultimate/event/avanzados,Desafio Jujuy Smash Ultimate,Singles,79426717|79426721|79426771|79426779|79426781|79426791
tournament/llama-5/event/ultimate-singles-llama-smash-5,Llama Smash 5,Singles,83401932|83349598|83349606|83349611|83349602|83349609|83349609|83349602|83349611|83349606|83349598|83350816|83350816|83358318|83358322|83358314|83358326|83358316|83358318|83358322|83358314|83358326|83358316|83361979|83361977|83361983|83361990|83361987|83361979|83361977|83361983|83361990|83361987
